paper,repo,found
perceptual losses for real-time style transfer and super-resolution,https://github.com/noufali/VideoML,Y
perceptual losses for real-time style transfer and super-resolution,https://github.com/zhanghang1989/MSG-Net,Y
perceptual losses for real-time style transfer and super-resolution,https://github.com/chuanli11/MGANs,Y
neural nearest neighbors networks,https://github.com/visinf/n3net,Y
deep video super-resolution network using dynamic upsampling filters without explicit motion compensation,https://github.com/yhjo09/VSR-DUF,N
recurrent back-projection network for video super-resolution,https://github.com/alterzero/RBPN-PyTorch,N
frame-recurrent video super-resolution,https://github.com/ReNginx/FR-SRGAN,Y
learning for video super-resolution through hr optical flow estimation,https://github.com/LongguangWang/SOF-VSR-Super-Resolving-Optical-Flow-for-Video-Super-Resolution-,N
learning for video super-resolution through hr optical flow estimation,https://github.com/LongguangWang/SOF-VSR,N
real-time video super-resolution with spatio-temporal networks and motion compensation,https://github.com/LoSealL/VideoSuperResolution,N
"fast, accurate and lightweight super-resolution with neural architecture search",https://github.com/falsr/FALSR,N
image-to-image translation with conditional adversarial networks,https://github.com/opendot/ml4a-invisible-cities,N
image-to-image translation with conditional adversarial networks,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/MarvinLavechin/imagetranslation-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/XJhaoren/Academic-Group,Y
image-to-image translation with conditional adversarial networks,https://github.com/Montia/bw2color,Y
image-to-image translation with conditional adversarial networks,https://github.com/hariv/pix2pix-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/leemathew1998/RG,Y
image-to-image translation with conditional adversarial networks,https://github.com/hariv/pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/tensorpack/tensorpack,N
image-to-image translation with conditional adversarial networks,https://github.com/gerardoglz/GANs,N
image-to-image translation with conditional adversarial networks,https://github.com/tbullmann/imagesegmentation-tensorflow,N
image-to-image translation with conditional adversarial networks,https://github.com/CreativeCodingLab/DeepIllumination,Y
image-to-image translation with conditional adversarial networks,https://github.com/linxi159/GAN-training-tricks,N
image-to-image translation with conditional adversarial networks,https://github.com/tbullmann/imagetranslation-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/zuobinxiong/pix2pix-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/chez8990/Image2ImageTranslation,Y
image-to-image translation with conditional adversarial networks,https://github.com/nishantcoder97/cgandemo,Y
image-to-image translation with conditional adversarial networks,https://github.com/jini7652/srgan002,N
image-to-image translation with conditional adversarial networks,https://github.com/philip-brohan/weather2weather,Y
image-to-image translation with conditional adversarial networks,https://github.com/a-martyn/unet,Y
image-to-image translation with conditional adversarial networks,https://github.com/andrewowens/multisensory,Y
image-to-image translation with conditional adversarial networks,https://github.com/yenchenlin/pix2pix-tensorflow,N
image-to-image translation with conditional adversarial networks,https://github.com/svikramank/pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/GAN-Challenger/pytorch-CycleGAN-and-pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/bionanoimaging/cellSTORM-Tensorflow,N
image-to-image translation with conditional adversarial networks,https://github.com/random-quark/pix2pix-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/r06922019/butt_lion_paper_notes,Y
image-to-image translation with conditional adversarial networks,https://github.com/yd8534976/conGAN,Y
image-to-image translation with conditional adversarial networks,https://github.com/ImagingLab/Colorizing-with-GANs,Y
image-to-image translation with conditional adversarial networks,https://github.com/Adi-iitd/Image-Compositing,Y
image-to-image translation with conditional adversarial networks,https://github.com/NeuralVFX/pix2pix,N
image-to-image translation with conditional adversarial networks,https://github.com/dk67604/ImageToImageTranslation,Y
image-to-image translation with conditional adversarial networks,https://github.com/brade31919/SRGAN-tensorflow,N
image-to-image translation with conditional adversarial networks,https://github.com/Adi-iitd/AI-Art,Y
image-to-image translation with conditional adversarial networks,https://github.com/SoohyeonLee/Study_GAN,Y
image-to-image translation with conditional adversarial networks,https://github.com/telecombcn-dl/2018-dlcv-team2,N
image-to-image translation with conditional adversarial networks,https://github.com/awesomephant/vf-installation,N
image-to-image translation with conditional adversarial networks,https://github.com/hanwen0529/GAN-pix2pix-Keras,Y
image-to-image translation with conditional adversarial networks,https://github.com/darth-c0d3r/pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/znxlwm/pytorch-pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/saviaga/faceswap,Y
image-to-image translation with conditional adversarial networks,https://github.com/BrookInternSOMA/pix2pix-barcode,Y
image-to-image translation with conditional adversarial networks,https://github.com/cianfrocco-lab/GAN-for-Cryo-EM-image-denoising,Y
image-to-image translation with conditional adversarial networks,https://github.com/JobQiu/hackrice,Y
image-to-image translation with conditional adversarial networks,https://github.com/affinelayer/Pix2Pix-tensorflow,N
image-to-image translation with conditional adversarial networks,https://github.com/SeonbeomKim/TensorFlow-pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/utunga/pix2pix-tensorflow,Y
image-to-image translation with conditional adversarial networks,https://github.com/linxi159/Tips-and-tricks-to-train-GANs,N
image-to-image translation with conditional adversarial networks,https://github.com/phillipi/pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/acecreamu/Color-Constancy-pix2pix,N
image-to-image translation with conditional adversarial networks,https://github.com/kingcheng2000/GAN,N
image-to-image translation with conditional adversarial networks,https://github.com/misogil0116/Biscotti_misc,N
image-to-image translation with conditional adversarial networks,https://github.com/sdnr1/c-gan_pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/jaingaurav3/GAN-Hacks,N
image-to-image translation with conditional adversarial networks,https://github.com/itsuki8914/pix2pix-automaticColorization,Y
image-to-image translation with conditional adversarial networks,https://github.com/mgrcar/pix2pix,Y
image-to-image translation with conditional adversarial networks,https://github.com/tensorflow/models/tree/master/research/gan,Y
image-to-image translation with conditional adversarial networks,https://github.com/amitaydr/Hackaton2018,Y
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/gunpowder1473/CycleGan_Tensorflow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Yougunhee/cycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/MarvinLavechin/imagetranslation-tensorflow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Qi-Xian/color-transfer_HW1,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/mingbocui/Cycle_GAN-implemented-by-fastai,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/lyonling/pix2pix,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/beginner1997/Newc,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/jason9693/cycleGAN-tensorflow-v2,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/racinmat/anime-style-transfer,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/TJJTJJTJJ/pytorch_cycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/LynnHo/CycleGAN-Tensorflow-PyTorch-Simple,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/fuenwang/CVFX-hw1,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/tensorpack/tensorpack,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/tbullmann/imagetranslation-tensorflow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/TJJTJJTJJ/pytorch_CycleGAN_frame,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/YouYueHuang/CycleGAN_Unsupervised_Domain_Adaptation,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/justusschock/delira_cycle_gan_pytorch,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/sweet-rytsar/cvfve_hw1,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/WeiYangze/hibernate-demo,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/JL321/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/daintlab/ct-denoising,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/jpeeg/OOP-Cyclegan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/xhujoy/CycleGAN-tensorflow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/gunpowder1473/CycyleGan_Tensorflow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/carnotaur/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/GAN-Challenger/pytorch-CycleGAN-and-pix2pix,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/itsuki8914/CycleGAN-TF,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/QLightman/CDGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/manicman1999/CycleGAN256-BR,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/jiajunhua/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/mehdidc/any2any,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/ranery/Bayesian-CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Eyyub/tensorflow-cyclegan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/NathanDeMaria/AugmentedCycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/QLightman/VRAR-Course-Project,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/NeuralVFX/lighting-swap-cyclegan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/AlphaKong/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Adi-iitd/AI-Art,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/liuzeyuMr/CycleGAN-TensorFlow-master,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/onedayatatime0923/Cycle_Mcd_Gan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/eugene08976/hw1,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/mori97/CycleGAN-chainer,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/junyanz/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/bareeka/ganproject,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/karl-hajjar/Generative-Adversarial-Networks,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/SimeonKraev/Musical-style-transfer-with-cycle-consistent-generative-adversarial-neural-networks,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Yonv1943/CloudRemoval,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/whitenightwu/CycleGAN-TensorFlow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/tollymune/CycleGAN-PyTorch,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/aitorzip/PyTorch-CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/CoryRJ/cycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/Shumway82/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/khush3/GAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/vanhuyz/CycleGAN-TensorFlow,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/mronta/CycleGAN-in-Keras,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/RanBezen/cycleGan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/RRoundTable/OceanLitter_dataset_generator,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/tensorflow/models/tree/master/research/gan,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/mickan123/CycleGAN,N
unpaired image-to-image translation using cycle-consistent adversarial networks,https://github.com/cvfx-2019/homework1-color-transfer,N
coupled generative adversarial networks,https://github.com/mingyuliutw/CoGAN,Y
learning from simulated and unsupervised images through adversarial training,https://github.com/tensorflow/models/tree/master/research/gan,N
learning from simulated and unsupervised images through adversarial training,https://github.com/rickyhan/SimGAN-Captcha,N
learning from simulated and unsupervised images through adversarial training,https://github.com/andrearama/Deep-Auxiliary-Classifier-GAN,N
learning from simulated and unsupervised images through adversarial training,https://github.com/jiajunhua/CycleGAN,N
adversarially learned inference,https://github.com/IshmaelBelghazi/ALI,N
adversarially learned inference,https://github.com/zhenxuan00/graphical-gan,Y
adversarially learned inference,https://github.com/pavasgdb/Anomaly-detector-using-GAN,Y
adversarially learned inference,https://github.com/9310gaurav/ali-pytorch,Y
adversarially learned inference,https://github.com/lkhphuc/Anomaly-XRay-GANs,Y
adversarially learned inference,https://github.com/lkhphuc/Anomaly-BiGAN,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/noyoshi/smart-sketch,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/manicman1999/StyleGAN-Keras,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/divyanshj16/SPADE,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/tinawu-23/smart-sketch,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/KushajveerSingh/SPADE-PyTorch,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/NVlabs/SPADE,Y
semantic image synthesis with spatially-adaptive normalization,https://github.com/noyoshi/hacksc,Y
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/eyeswideopen/pix2pixHD-MED,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/NVIDIA/pix2pixHD,Y
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/LiuNull/pix2pix_Liu,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/rickyHong/pix2pixHD-repl,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/haru-256/pix2pixHD.pytorch,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/edricwu/Testing-1,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/wentao99/pix2pixHD,N
high-resolution image synthesis and semantic manipulation with conditional gans,https://github.com/mingyuliutw/UNIT,N
a curriculum domain adaptation approach to the semantic segmentation of urban scenes,https://github.com/YangZhang4065/AdaptationSeg,N
fcns in the wild: pixel-level adversarial and constraint-based adaptation,https://github.com/stu92054/Domain-adaptation-on-segmentation,N
fcns in the wild: pixel-level adversarial and constraint-based adaptation,https://github.com/Wanger-SJTU/FCN-in-the-wild,N
cycada: cycle-consistent adversarial domain adaptation,https://github.com/jhoffman/cycada_release,Y
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/AdibaOrz/stargan_try,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/SummerHuiZhang/StarGAN_test,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/Rongpeng-Lin/StarGAN-Multi-domain-use-tensorflow,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/yunjey/StarGAN,Y
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/cosmic119/StarGAN,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/itsuki8914/starGAN-LSGAN,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/SummerHuiZhang/StarGAN_Norland,N
stargan: unified generative adversarial networks for multi-domain image-to-image translation,https://github.com/sitharakannan/inf,N
invertible conditional gans for image editing,https://github.com/Guim3/IcGAN,Y
invertible conditional gans for image editing,https://github.com/LynnHo/AttGAN-Tensorflow,Y
invertible conditional gans for image editing,https://github.com/tangji08/face-generator,Y
dualgan: unsupervised dual learning for image-to-image translation,https://github.com/duxingren14/DualGAN,Y
large scale gan training for high fidelity natural image synthesis,https://github.com/ivclab/BigGAN-Generator-Pretrained-Pytorch,N
large scale gan training for high fidelity natural image synthesis,https://github.com/ANIME305/Anime-GAN-tensorflow,N
large scale gan training for high fidelity natural image synthesis,https://github.com/ANIME305/Anime-GAN,N
high-fidelity image generation with fewer labels,https://github.com/google/compare_gan,N
self-attention generative adversarial networks,https://github.com/brain-research/self-attention-gan,N
self-attention generative adversarial networks,https://github.com/yanqi1811/self-attention,Y
self-attention generative adversarial networks,https://github.com/hinofafa/Self-Attention-HearthStone-GAN,Y
self-attention generative adversarial networks,https://github.com/alfagao/DeOldify,Y
self-attention generative adversarial networks,https://github.com/llvictorll/AS,N
self-attention generative adversarial networks,https://github.com/Soldie/DeOldify-colorir-imagens-antigas,Y
self-attention generative adversarial networks,https://github.com/tnishida13/DeOldify24,Y
self-attention generative adversarial networks,https://github.com/ANIME305/Anime-GAN,N
self-attention generative adversarial networks,https://github.com/hinofafa/Self-Attention-GAN,Y
self-attention generative adversarial networks,https://github.com/kiyohiro8/SelfAttentionGAN,N
self-attention generative adversarial networks,https://github.com/jugatsingh/self_attention_video,Y
self-attention generative adversarial networks,https://github.com/heykeetae/Self-Attention-GAN,Y
self-attention generative adversarial networks,https://github.com/ankitAMD/Self-Attention-GAN-master_pytorch,Y
self-attention generative adversarial networks,https://github.com/akanimax/attn_gan_pytorch,N
self-attention generative adversarial networks,https://github.com/shaoanlu/faceswap-GAN,N
self-attention generative adversarial networks,https://github.com/jher123/GAN-experiments,N
self-attention generative adversarial networks,https://github.com/weishenho/SAGAN-with-relativistic,Y
self-attention generative adversarial networks,https://github.com/jher123/WGAN-experiments,N
self-attention generative adversarial networks,https://github.com/ANIME305/Anime-GAN-tensorflow,N
self-attention generative adversarial networks,https://github.com/ladadidadida/Self-Attention-GAN,Y
self-attention generative adversarial networks,https://github.com/ncuzzy/mygan,N
self-attention generative adversarial networks,https://github.com/rosinality/sagan-pytorch,N
self-attention generative adversarial networks,https://github.com/voletiv/self-attention-GAN-pytorch,N
self-attention generative adversarial networks,https://github.com/jantic/DeOldify,Y
cgans with projection discriminator,https://github.com/crcrpar/pytorch.sngan_projection,Y
cgans with projection discriminator,https://github.com/DanielLongo/cGANs,N
cgans with projection discriminator,https://github.com/DanielLongo/GANs,N
cgans with projection discriminator,https://github.com/pfnet-research/sngan_projection,N
cgans with projection discriminator,https://github.com/DanielLongo/AdversarialTrain,N
conditional image synthesis with auxiliary classifier gans,https://github.com/Mckinsey666/Anime-Generation,N
conditional image synthesis with auxiliary classifier gans,https://github.com/facebookresearch/pytorch_GAN_zoo,Y
conditional image synthesis with auxiliary classifier gans,https://github.com/VitoRazor/Gan_Architecture,Y
conditional image synthesis with auxiliary classifier gans,https://github.com/Hydrino/ACGAN_mnist,N
conditional image synthesis with auxiliary classifier gans,https://github.com/johnnyjana730/ACGAN_animate,N
conditional image synthesis with auxiliary classifier gans,https://github.com/andrearama/Deep-Auxiliary-Classifier-GAN,Y
conditional image synthesis with auxiliary classifier gans,https://github.com/Byte7/GANs,N
conditional image synthesis with auxiliary classifier gans,https://github.com/jeanjerome/semisupervised_timeseries_infogan,N
conditional image synthesis with auxiliary classifier gans,https://github.com/bunny98/Text-to-Image-Using-GAN,N
conditional image synthesis with auxiliary classifier gans,https://github.com/buriburisuri/ac-gan,N
conditional image synthesis with auxiliary classifier gans,https://github.com/ZhimingZhou/AM-GAN,N
conditional image synthesis with auxiliary classifier gans,https://github.com/asprenger/keras_acgan,N
conditional image synthesis with auxiliary classifier gans,https://github.com/Hydrino/ACGAN_cifar10,N
conditional image synthesis with auxiliary classifier gans,https://github.com/lukedeo/keras-acgan,N
conditional image synthesis with auxiliary classifier gans,https://github.com/Mckinsey666/ACGAN-Anime-Generation,N
conditional image synthesis with auxiliary classifier gans,https://github.com/jackyjsy/ACWGAN,Y
conditional image synthesis with auxiliary classifier gans,https://github.com/runoguler/Aux-GAN,N
conditional image synthesis with auxiliary classifier gans,https://github.com/Mckinsey666/ACGAN-Conditional-Anime-Generation,N
conditional image synthesis with auxiliary classifier gans,https://github.com/kaonashi-tyc/zi2zi,Y
improved training of wasserstein gans,https://github.com/mitscha/dplc,Y
improved training of wasserstein gans,https://github.com/jss367/thiskangaroodoesnotexist,Y
improved training of wasserstein gans,https://github.com/michael13162/DoodleGAN,N
improved training of wasserstein gans,https://github.com/spandan2/Wgan-GP_cats,Y
improved training of wasserstein gans,https://github.com/jackyjsy/ACWGAN,Y
improved training of wasserstein gans,https://github.com/igul222/improved_wgan_training,Y
improved training of wasserstein gans,https://github.com/dagrate/gan_network,Y
improved training of wasserstein gans,https://github.com/asierae/VoiceDCGAN,Y
improved training of wasserstein gans,https://github.com/thstkdgus35/EDSR-PyTorch,Y
improved training of wasserstein gans,https://github.com/seanmullery/iWGAN,Y
improved training of wasserstein gans,https://github.com/itsuki8914/wgan-gp-TensorFlow,Y
improved training of wasserstein gans,https://github.com/goldhuang/SRGAN-PyTorch,Y
improved training of wasserstein gans,https://github.com/lukovnikov/improved_wgan_training,Y
improved training of wasserstein gans,https://github.com/LynnHo/DCGAN-LSGAN-WGAN-WGAN-GP-Tensorflow,Y
improved training of wasserstein gans,https://github.com/chanshing/sobolev_gan,Y
improved training of wasserstein gans,https://github.com/t0nberryking/DCGAN256,Y
improved training of wasserstein gans,https://github.com/YuguangTong/improved_wgan_training,Y
improved training of wasserstein gans,https://github.com/WuChenshen/MeRGAN,Y
improved training of wasserstein gans,https://github.com/qnduan/wgan-scrna,Y
improved training of wasserstein gans,https://github.com/charlescheng0117/pytorch-WGAN-GP-TTUR-CelebA,Y
improved training of wasserstein gans,https://github.com/lilianweng/unified-gan-tensorflow,Y
improved training of wasserstein gans,https://github.com/AndreasWieg/PC-PGGAN,Y
improved training of wasserstein gans,https://github.com/donand/GAN_pytorch,Y
improved training of wasserstein gans,https://github.com/adler-j/bwgan,Y
improved training of wasserstein gans,https://github.com/yaxingwang/Transferring-GANs,Y
improved training of wasserstein gans,https://github.com/divyam25/Oh-My-GAN,N
improved training of wasserstein gans,https://github.com/markmaxt/VideoSR,Y
improved training of wasserstein gans,https://github.com/DevashishJoshi/Transferring-GANs-FYP,Y
improved training of wasserstein gans,https://github.com/jesse1029/Fake-Face-Images-Detection-Tensorflow,Y
improved training of wasserstein gans,https://github.com/houze-liu/vanilla-wasserstein-loss-sensitive-dcgan_gradient_penalty,Y
stacked generative adversarial networks,https://github.com/xunhuang1995/SGAN,Y
improved techniques for training gans,https://github.com/theidentity/Improved-GAN-PyTorch,Y
improved techniques for training gans,https://github.com/nanwei1/MNIST_GAN,Y
improved techniques for training gans,https://github.com/andrearama/Deep-Auxiliary-Classifier-GAN,Y
improved techniques for training gans,https://github.com/bruno-31/ImprovedGAN-Tensorflow,Y
improved techniques for training gans,https://github.com/healthcare-robotics/mr-gan,Y
improved techniques for training gans,https://github.com/agupta231/CARROL,Y
improved techniques for training gans,https://github.com/raahii/video-gans-evaluation,Y
improved techniques for training gans,https://github.com/ZhimingZhou/AM-GAN,N
improved techniques for training gans,https://github.com/zlenyk/NNCodesAndProjects,Y
improved techniques for training gans,https://github.com/zhenxuan00/triple-gan,Y
improved techniques for training gans,https://github.com/kseuro/gan_project,Y
improved techniques for training gans,https://github.com/sanghviyashiitb/GANS-VanillaAndMinibatchDiscrimination,Y
improved techniques for training gans,https://github.com/tdrussell/IllustrationGAN,Y
improved techniques for training gans,https://github.com/deepak112/Keras-SRGAN,Y
improved techniques for training gans,https://github.com/watsonyanghx/GAN_Lib_Tensorflow,Y
improved techniques for training gans,https://github.com/tensorflow/models/tree/master/research/gan,Y
improved techniques for training gans,https://github.com/t0nberryking/DCGAN256,Y
improved techniques for training gans,https://github.com/ctjoy/deep-learning-project,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Mckinsey666/Anime-Generation,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/znxlwm/pytorch-MNIST-CelebA-GAN-DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/XiafeiYu/DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/MakeDirtyCode/DC-GAN-pytorch,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/jacobgil/keras-dcgan,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Murali81/InfoGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/eggplant60/dcgan_anime,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/darr/DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/NicicDamjan/SoftKompjuting,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Mckinsey666/ACGAN-Anime-Generation,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/llvictorll/AS,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/akanimax/dcgan_pytorch,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/anandchandra50/deep-space,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/pskrunner14/face-DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/MustafaMustafa/cosmoGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/junyanz/iGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Ayush-Goyal-coding/GANs,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/cshanjiewu/CVPR19,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/DanielLongo/GANs,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/taoxugit/AttnGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/SimRunBot/DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/prodillo/GAN_project,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/SoohyeonLee/Study_GAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/tensorlayer/dcgan,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Natsu6767/DCGAN-PyTorch,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Mckinsey666/ACGAN-Conditional-Anime-Generation,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/VIRUS-ATTACK/DCGAN-implementation.,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/Atharva-Phatak/GAN_MNIST,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/facebookresearch/pytorch_GAN_zoo,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/psmenon/DCGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/suzana-ilic/DCGANs_pytorch,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/cachett/DCGANandCAE,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/HaijunMa/GAN-Getting-started-learning,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/vharaymonten/FaceGenerationWithGAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/cbxs123/Advanced-Deep-Learning-with-Keras,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/addy369/DCGANS,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/soyoung9306/GAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/captain-pool/DC-GAN,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/tomhata/emojigan,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/suzana-ilic/pytorch_DCGANs,N
unsupervised representation learning with deep convolutional generative adversarial networks,https://github.com/vinayakkailas/DCGAN,N
