name,repo_url,correct
libcmaes,https://github.com/beniz/libcmaes,Y
# The Brood War API {#BWAPI},https://github.com/bwapi/bwapi,N
SEE: Towards Semi-Supervised End-to-End Scene Text Recognition,https://github.com/Bartzi/see,Y
*SegMap*,https://github.com/ethz-asl/segmap,N
Data Science Bowl 2018,https://github.com/yassineAlouini/data-science-bowl-2018,Y
Knowledge Base Completion (kbc),https://github.com/facebookresearch/kbc,Y
bdr,https://github.com/hcllaw/bdr,Y
BERT,https://github.com/MaZhiyuanBUAA/bert-tf1.4.0,Y
Efficient Yet Deep Convolutional Neural Networks for Semantic Segmentation,https://github.com/SharifAmit/DilatedFCNSegmentation,Y
paralleluct,https://github.com/mirsoleimani/paralleluct,Y
PyramidBox,https://github.com/EricZgw/PyramidBox,Y
WideResNet-TF,https://github.com/Stick-To/WideResNet-TF,Y
SarcasmDetection,https://github.com/Kaguura/SarcasmDetection,Y
Boda: A C++ Framework for Efficient Experiments in Computer Vision [WIP],https://github.com/moskewcz/boda,Y
Code for the paper: Sentence-State LSTM for Text Representation. This package consists of the code for both classification and sequence labelling. README files are included in each individual subfolder.,https://github.com/leuchine/S-LSTM,N
Inception-v4,https://github.com/rubenrosales/inception_v4,Y
Deep Reinforcement Learning in Pytorch,https://github.com/meg965/pytorch-rl,Y
Text Corrector Software,https://github.com/sunnysinghnitb/text_corrector_software,Y
:star: [NEW] :star:,https://github.com/akanimax/T2F,N
Semantic Entity Retrieval Toolkit,https://github.com/cvangysel/SERT,Y
Classifica-o-de-textos-com-doc2Vec,https://github.com/Antonildo43/Classifica-o-de-textos-com-doc2Vec,Y
BERT,https://github.com/a414351664/Bert_MRC,Y
Semantic-Segmentation-with-Full-Convolutional-Neural-Network,https://github.com/HqWei/Semantic-Segmentation-with-Full-Convolutional-Neural-Network,Y
style_transfer/shapes_b,https://github.com/caffe2/models/tree/master/style_transfer/shapes_b,Y
VGG11,https://github.com/aillicat/vgg11,Y
Super Resolution,https://github.com/seanmullery/Super-Resolution,Y
Trains a simple convnet on the MNIST dataset.,https://github.com/keras-team/keras/blob/master/examples/mnist_cnn.py,Y
Eluvio DS NLP problem,https://github.com/Alleansa/eluvio,Y
Neural-Machine-Translation-for-english-to-hindi,https://github.com/ArushiSinghal/NMT-assignment1,Y
This library provides:,https://github.com/xcsp3team/XCSP3-Java-Tools,N
BC learning for sounds,https://github.com/mil-tokyo/bc_learning_sound,Y
High-level Semantic Feature Detection: A New Perspective for Pedestrian Detection,https://github.com/liuwei16/CSP,Y
Efficient Neural Architecture Search (ENAS) in PyTorch,https://github.com/carpedm20/ENAS-pytorch,Y
BERT,https://github.com/chrisseiler96/bert-client-server-tests,Y
text_gcn,https://github.com/yao8839836/text_gcn,Y
[//]: # (Image References),https://github.com/bonniesjli/DQN_SR,N
Lyrics generator,https://github.com/slme1109/lyrics-generator,Y
,,
,,400
,,341
